parent,child,description_parent,description_child
members,aclamage2.jpg,root/hcil/members,root/hcil/members/aclamage2.jpg
members,adruin,root/hcil/members,root/hcil/members/adruin
adruin,adruin-small.gif,root/hcil/members/adruin,root/hcil/members/adruin/adruin-small.gif
members,afarber,root/hcil/members,root/hcil/members/afarber
afarber,gdcc_home1.htm,root/hcil/members/afarber,root/hcil/members/afarber/gdcc_home1.htm
afarber,gdcc_home2.htm,root/hcil/members/afarber,root/hcil/members/afarber/gdcc_home2.htm
afarber,gdcc_home3.htm,root/hcil/members/afarber,root/hcil/members/afarber/gdcc_home3.htm
afarber,hcilbutton.gif,root/hcil/members/afarber,root/hcil/members/afarber/hcilbutton.gif
afarber,lewisdale.jpg,root/hcil/members/afarber,root/hcil/members/afarber/lewisdale.jpg
afarber,mcps.jpg,root/hcil/members/afarber,root/hcil/members/afarber/mcps.jpg
afarber,maskstory.jpg,root/hcil/members/afarber,root/hcil/members/afarber/maskstory.jpg
afarber,nick.jpg,root/hcil/members/afarber,root/hcil/members/afarber/nick.jpg
afarber,cyc.jpg,root/hcil/members/afarber,root/hcil/members/afarber/cyc.jpg
afarber,afarber-index.html,root/hcil/members/afarber,root/hcil/members/afarber/index.html
afarber,muncy.jpg,root/hcil/members/afarber,root/hcil/members/afarber/muncy.jpg
afarber,netday.gif,root/hcil/members/afarber,root/hcil/members/afarber/netday.gif
afarber,ou_of_past.jpg,root/hcil/members/afarber,root/hcil/members/afarber/ou_of_past.jpg
afarber,theresa,root/hcil/members/afarber,root/hcil/members/afarber/theresa
theresa,theresa.htm,root/hcil/members/afarber/theresa,root/hcil/members/afarber/theresa/theresa.htm
members,ajain.jpg,root/hcil/members,root/hcil/members/ajain.jpg
members,akotchian,root/hcil/members,root/hcil/members/akotchian
akotchian,ara2.gif,root/hcil/members/akotchian,root/hcil/members/akotchian/ara2.gif
akotchian,aravenus.gif,root/hcil/members/akotchian,root/hcil/members/akotchian/aravenus.gif
akotchian,akotchian-index.html,root/hcil/members/akotchian,root/hcil/members/akotchian/index.html
akotchian,akotchian-index.shtml,root/hcil/members/akotchian,root/hcil/members/akotchian/index.shtml
akotchian,pinhead2.gif,root/hcil/members/akotchian,root/hcil/members/akotchian/pinhead2.gif
members,bbederson,root/hcil/members,root/hcil/members/bbederson
bbederson,bbederson-small.gif,root/hcil/members/bbederson,root/hcil/members/bbederson/bbederson-small.gif
members,bshneiderman,root/hcil/members,root/hcil/members/bshneiderman
bshneiderman,acm-sept11-8.doc,root/hcil/members/bshneiderman,root/hcil/members/bshneiderman/acm-sept11-8.doc
bshneiderman,bshneiderman-photos,root/hcil/members/bshneiderman,root/hcil/members/bshneiderman/photos
bshneiderman-photos,ben-casual-2001-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-casual-2001-small.jpg
bshneiderman-photos,ben-casual-2001.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-casual-2001.jpg
bshneiderman-photos,ben-casual-2001.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-casual-2001.tif
bshneiderman-photos,ben-clasp-small.gif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-clasp-small.gif
bshneiderman-photos,ben-clasp.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-clasp.tif
bshneiderman-photos,ben-formal-2000.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-formal-2000.jpg
bshneiderman-photos,ben-formal-2000big.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-formal-2000big.jpg
bshneiderman-photos,ben-formal-2001-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-formal-2001-small.jpg
bshneiderman-photos,ben-formal-2001.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-formal-2001.jpg
bshneiderman-photos,ben-formal-2001.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-formal-2001.tif
bshneiderman-photos,ben-formal-large.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-formal-large.jpg
bshneiderman-photos,ben-formal-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-formal-small.jpg
bshneiderman-photos,ben-lean-small.gif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-lean-small.gif
bshneiderman-photos,ben-lean.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-lean.tif
bshneiderman-photos,ben-shirt-2000.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-shirt-2000.jpg
bshneiderman-photos,ben-shirt-2000big.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-shirt-2000big.jpg
bshneiderman-photos,ben-smile-small.gif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-smile-small.gif
bshneiderman-photos,ben-smile.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-smile.tif
bshneiderman-photos,ben-tie-2001-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-tie-2001-small.jpg
bshneiderman-photos,ben-tie-2001.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-tie-2001.jpg
bshneiderman-photos,ben-tie-2001.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben-tie-2001.tif
bshneiderman-photos,ben1-continuum-june99.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben1-continuum-june99.jpg
bshneiderman-photos,ben1-continuum-june99.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben1-continuum-june99.tif
bshneiderman-photos,ben2-continuum--june99.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben2-continuum--june99.jpg
bshneiderman-photos,ben2-continuum--june99.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ben2-continuum--june99.tif
bshneiderman-photos,bike-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/bike-small.jpg
bshneiderman-photos,bike.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/bike.jpg
bshneiderman-photos,floor-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/floor-small.jpg
bshneiderman-photos,floor.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/floor.jpg
bshneiderman-photos,inter2-large.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/inter2-large.jpg
bshneiderman-photos,inter2-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/inter2-small.jpg
bshneiderman-photos,internet2-large.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/internet2-large.jpg
bshneiderman-photos,internet2-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/internet2-small.jpg
bshneiderman-photos,leonard-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/leonard-small.jpg
bshneiderman-photos,leonardo.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/leonardo.jpg
bshneiderman-photos,model-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/model-small.jpg
bshneiderman-photos,pictures.html,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/pictures.html
bshneiderman-photos,shneiderman-hendler-debate.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/shneiderman-hendler-debate.jpg
bshneiderman-photos,shneiderman-hendler-debate2.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/shneiderman-hendler-debate2.jpg
bshneiderman-photos,shneiderman-hendler-debate2_small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/shneiderman-hendler-debate2_small.jpg
bshneiderman-photos,shneiderman-hendler-debate_small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/shneiderman-hendler-debate_small.jpg
bshneiderman-photos,shneiderman.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/shneiderman.jpg
bshneiderman-photos,shneiderman.tif,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/shneiderman.tif
bshneiderman-photos,ski-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ski-small.jpg
bshneiderman-photos,ski.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/ski.jpg
bshneiderman-photos,thinker-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/thinker-small.jpg
bshneiderman-photos,transition1-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/transition1-small.jpg
bshneiderman-photos,transition1.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/transition1.jpg
bshneiderman-photos,transition2-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/transition2-small.jpg
bshneiderman-photos,transition2.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/transition2.jpg
bshneiderman-photos,usability-small.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/usability-small.jpg
bshneiderman-photos,usability.jpg,root/hcil/members/bshneiderman/photos,root/hcil/members/bshneiderman/photos/usability.jpg
bshneiderman,bshneiderman-small.gif,root/hcil/members/bshneiderman,root/hcil/members/bshneiderman/bshneiderman-small.gif
bshneiderman,cv2002_benshneiderman.htm,root/hcil/members/bshneiderman,root/hcil/members/bshneiderman/cv2002_benshneiderman.htm
bshneiderman,cv2002_benshneiderman_files,root/hcil/members/bshneiderman,root/hcil/members/bshneiderman/cv2002_benshneiderman_files
cv2002_benshneiderman_files,filelist1.xml,root/hcil/members/bshneiderman/cv2002_benshneiderman_files,root/hcil/members/bshneiderman/cv2002_benshneiderman_files/filelist.xml
bshneiderman,ijhcs,root/hcil/members/bshneiderman,root/hcil/members/bshneiderman/ijhcs
ijhcs,american-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/american-small.gif
ijhcs,american.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/american.gif
ijhcs,ara-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/ara-small.gif
ijhcs,ara.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/ara.gif
ijhcs,chim-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/chim-small.gif
ijhcs,chim.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/chim.gif
ijhcs,frame2.html,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/frame.html
ijhcs,ijhcs.html,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/ijhcs.html
ijhcs,loc-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/loc-small.gif
ijhcs,loc.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/loc.gif
ijhcs,main.html,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/main.html
ijhcs,nytimes-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/nytimes-small.gif
ijhcs,nytimes.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/nytimes.gif
ijhcs,perseus-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/perseus-small.gif
ijhcs,perseus.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/perseus.gif
ijhcs,qp2-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/qp2-small.gif
ijhcs,qp2.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/qp2.gif
ijhcs,restaurant-finder.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/restaurant-finder.gif
ijhcs,restaurant-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/restaurant-small.gif
ijhcs,sitemap-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/sitemap-small.gif
ijhcs,sitemap.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/sitemap.gif
ijhcs,test-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/test-small.gif
ijhcs,test.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/test.gif
ijhcs,yahoo-small.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/yahoo-small.gif
ijhcs,yahoo.gif,root/hcil/members/bshneiderman/ijhcs,root/hcil/members/bshneiderman/ijhcs/yahoo.gif
bshneiderman,ivwp.html,root/hcil/members/bshneiderman,root/hcil/members/bshneiderman/ivwp.html
bshneiderman,umlpapers,root/hcil/members/bshneiderman,root/hcil/members/bshneiderman/umlpapers
umlpapers,dui1.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/dui1.html
umlpapers,dui1thumb.jpg,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/dui1thumb.jpg
umlpapers,dui2.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/dui2.html
umlpapers,dui2thumb.jpg,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/dui2thumb.jpg
umlpapers,about.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/about.html
umlpapers,articles.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/articles.html
umlpapers,ben2.jpg,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/ben2.jpg
umlpapers,books.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/books.html
umlpapers,booksbar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/booksbar.gif
umlpapers,bullet1.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/bullet.gif
umlpapers,buttombar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/buttombar.gif
umlpapers,career.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/career.html
umlpapers,careerbar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/careerbar.gif
umlpapers,dtui.jpg,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/dtui.jpg
umlpapers,hho.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/hho.gif
umlpapers,umlpapers-index.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/index.html
umlpapers,inthepressbar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/inthepressbar.gif
umlpapers,lecturehead.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/lecturehead.html
umlpapers,lectures.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/lectures.html
umlpapers,lecturesbody.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/lecturesbody.html
umlpapers,mainlogo.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/mainlogo.gif
umlpapers,papercontent.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/papercontent.html
umlpapers,papermenu.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/papermenu.html
umlpapers,photos.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/photos.html
umlpapers,photosbar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/photosbar.gif
umlpapers,press.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/press.html
umlpapers,primarysm.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/primarysm.gif
umlpapers,psy.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/psy.html
umlpapers,psythumb.jpg,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/psythumb.jpg
umlpapers,publications.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/publications.html
umlpapers,publicationsbar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/publicationsbar.gif
umlpapers,reflection.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/reflection.gif
umlpapers,reflections.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/reflections.html
umlpapers,resume.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/resume.html
umlpapers,resume1.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/resume1.html
umlpapers,resumemenu.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/resumemenu.html
umlpapers,riivuvtt.jpg,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/riivuvtt.jpg
umlpapers,sitemap.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/sitemap.html
umlpapers,sitemapbar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/sitemapbar.gif
umlpapers,soiihci.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/soiihci.gif
umlpapers,topbar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/topbar.gif
umlpapers,uml.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/uml.html
umlpapers,umlbody.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/umlbody.html
umlpapers,umlhead.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/umlhead.html
umlpapers,videos.html,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/videos.html
umlpapers,videosbar.gif,root/hcil/members/bshneiderman/umlpapers,root/hcil/members/bshneiderman/umlpapers/videosbar.gif
members,collaborators.shtml,root/hcil/members,root/hcil/members/collaborators.shtml
members,cplaisant,root/hcil/members,root/hcil/members/cplaisant
cplaisant,cplaisant-small.gif,root/hcil/members/cplaisant,root/hcil/members/cplaisant/cplaisant-small.gif
cplaisant,cplaisant.gif,root/hcil/members/cplaisant,root/hcil/members/cplaisant/cplaisant.gif
cplaisant,french-flag.gif,root/hcil/members/cplaisant,root/hcil/members/cplaisant/french-flag.gif
cplaisant,cplaisant-index.html,root/hcil/members/cplaisant,root/hcil/members/cplaisant/index.html
cplaisant,paperbk.gif,root/hcil/members/cplaisant,root/hcil/members/cplaisant/paperbk.gif
cplaisant,resume.htm,root/hcil/members/cplaisant,root/hcil/members/cplaisant/resume.htm
cplaisant,yellowball.gif,root/hcil/members/cplaisant,root/hcil/members/cplaisant/yellowball.gif
members,dnation,root/hcil/members,root/hcil/members/dnation
dnation,daveimg1.jpg,root/hcil/members/dnation,root/hcil/members/dnation/daveimg1.jpg
dnation,dnation-index.html,root/hcil/members/dnation,root/hcil/members/dnation/index.html
dnation,yellowball1.gif,root/hcil/members/dnation,root/hcil/members/dnation/yellowball.gif
members,doard,root/hcil/members,root/hcil/members/doard
doard,doard-small.gif,root/hcil/members/doard,root/hcil/members/doard/doard-small.gif
members,fac-staff-admin.shtml,root/hcil/members,root/hcil/members/fac-staff-admin.shtml
members,farber,root/hcil/members,root/hcil/members/farber
farber,farber-small2.jpg,root/hcil/members/farber,root/hcil/members/farber/farber-small2.jpg
members,fekete,root/hcil/members,root/hcil/members/fekete
fekete,aarhus.ppt,root/hcil/members/fekete,root/hcil/members/fekete/aarhus.ppt
fekete,fekete.gif,root/hcil/members/fekete,root/hcil/members/fekete/fekete.gif
fekete,fekete-index.html,root/hcil/members/fekete,root/hcil/members/fekete/index.html
fekete,infovis-clis.ppt,root/hcil/members/fekete,root/hcil/members/fekete/infovis-clis.ppt
fekete,publications1.html,root/hcil/members/fekete,root/hcil/members/fekete/publications.html
members,fguimbretiere3.jpg,root/hcil/members,root/hcil/members/fguimbretiere3.jpg
members,gchipman,root/hcil/members,root/hcil/members/gchipman
gchipman,gchipman-small.gif,root/hcil/members/gchipman,root/hcil/members/gchipman/gchipman-small.gif
members,grevelle,root/hcil/members,root/hcil/members/grevelle
grevelle,grevelle-small.gif,root/hcil/members/grevelle,root/hcil/members/grevelle/grevelle-small.gif
members,grubloff,root/hcil/members,root/hcil/members/grubloff
grubloff,rubloff.jpg,root/hcil/members/grubloff,root/hcil/members/grubloff/rubloff.jpg
members,hbrowne,root/hcil/members,root/hcil/members/hbrowne
hbrowne,hbrowne-small.jpg,root/hcil/members/hbrowne,root/hcil/members/hbrowne/hbrowne-small.jpg
members,hhochheiser,root/hcil/members,root/hcil/members/hhochheiser
hhochheiser,hhochheiser-small.gif,root/hcil/members/hhochheiser,root/hcil/members/hhochheiser/hhochheiser-small.gif
members,hkang,root/hcil/members,root/hcil/members/hkang
hkang,hkang-small.gif,root/hcil/members/hkang,root/hcil/members/hkang/hkang-small.gif
members,iceaparu,root/hcil/members,root/hcil/members/iceaparu
iceaparu,irina-small.jpg,root/hcil/members/iceaparu,root/hcil/members/iceaparu/irina-small.jpg
members,members-index.html,root/hcil/members,root/hcil/members/index.html
members,jesse,root/hcil/members,root/hcil/members/jesse
jesse,jesse2.jpg,root/hcil/members/jesse,root/hcil/members/jesse/jesse2.jpg
members,jessica,root/hcil/members,root/hcil/members/jessica
jessica,jessica-small.gif,root/hcil/members/jessica,root/hcil/members/jessica/jessica-small.gif
members,jhendler,root/hcil/members,root/hcil/members/jhendler
jhendler,hendler.gif,root/hcil/members/jhendler,root/hcil/members/jhendler/hendler.gif
members,jmonte,root/hcil/members,root/hcil/members/jmonte
jmonte,jmonte-small.jpg,root/hcil/members/jmonte,root/hcil/members/jmonte/jmonte-small.jpg
members,jpablo,root/hcil/members,root/hcil/members/jpablo
jpablo,jpablo-small.gif,root/hcil/members/jpablo,root/hcil/members/jpablo/jpablo-small.gif
members,jseo,root/hcil/members,root/hcil/members/jseo
jseo,jinwook-small.jpg,root/hcil/members/jseo,root/hcil/members/jseo/jinwook-small.jpg
members,knorman,root/hcil/members,root/hcil/members/knorman
knorman,knorman-small.gif,root/hcil/members/knorman,root/hcil/members/knorman/knorman-small.gif
members,lgood,root/hcil/members,root/hcil/members/lgood
lgood,lgood-small.gif,root/hcil/members/lgood,root/hcil/members/lgood/lgood-small.gif
members,lslaughter,root/hcil/members,root/hcil/members/lslaughter
lslaughter,lslaughter-small.gif,root/hcil/members/lslaughter,root/hcil/members/lslaughter/lslaughter-small.gif
members,mteittinen,root/hcil/members,root/hcil/members/mteittinen
mteittinen,mteittinen-index.html,root/hcil/members/mteittinen,root/hcil/members/mteittinen/index.html
mteittinen,mteittinen.gif,root/hcil/members/mteittinen,root/hcil/members/mteittinen/mteittinen.gif
members,mvenkatraman,root/hcil/members,root/hcil/members/mvenkatraman
mvenkatraman,mvenkataraman-index.html,root/hcil/members/mvenkatraman,root/hcil/members/mvenkatraman/index.html
mvenkatraman,main_fin.html,root/hcil/members/mvenkatraman,root/hcil/members/mvenkatraman/main_fin.html
members,ndang4.jpg,root/hcil/members,root/hcil/members/ndang4.jpg
members,not-avail.gif,root/hcil/members,root/hcil/members/not-avail.gif
members,past-members.shtml,root/hcil/members,root/hcil/members/past-members.shtml
members,rpotter,root/hcil/members,root/hcil/members/rpotter
rpotter,rpotter-index.html,root/hcil/members/rpotter,root/hcil/members/rpotter/index.html
members,rsalter,root/hcil/members,root/hcil/members/rsalter
rsalter,rsalter-index.html,root/hcil/members/rsalter,root/hcil/members/rsalter/index.html
rsalter,rsalter-large3.gif,root/hcil/members/rsalter,root/hcil/members/rsalter/rsalter-large3.gif
members,sbw,root/hcil/members,root/hcil/members/sbw
sbw,sbw-small.gif,root/hcil/members/sbw,root/hcil/members/sbw/sbw-small.gif
members,sgreene,root/hcil/members,root/hcil/members/sgreene
sgreene,sgreene-index.html,root/hcil/members/sgreene,root/hcil/members/sgreene/index.html
members,sliao2.jpg,root/hcil/members,root/hcil/members/sliao2.jpg
members,students.shtml,root/hcil/members,root/hcil/members/students.shtml
members,tcronnell,root/hcil/members,root/hcil/members/tcronnell
tcronnell,chim-icon.jpg,root/hcil/members/tcronnell,root/hcil/members/tcronnell/chim-icon.jpg
tcronnell,tcronnell-index.html,root/hcil/members/tcronnell,root/hcil/members/tcronnell/index.html
tcronnell,loc-cool-icon.jpg,root/hcil/members/tcronnell,root/hcil/members/tcronnell/loc-cool-icon.jpg
tcronnell,logo89.gif,root/hcil/members/tcronnell,root/hcil/members/tcronnell/logo89.gif
tcronnell,me.jpg,root/hcil/members/tcronnell,root/hcil/members/tcronnell/me.jpg
tcronnell,res-89.gif,root/hcil/members/tcronnell,root/hcil/members/tcronnell/res-89.gif
members,wmk,root/hcil/members,root/hcil/members/wmk
wmk,wmk-small.jpg,root/hcil/members/wmk,root/hcil/members/wmk/wmk-small.jpg
members,ytakayama,root/hcil/members,root/hcil/members/ytakayama
ytakayama,yoshi.jpg,root/hcil/members/ytakayama,root/hcil/members/ytakayama/yoshi.jpg
hcil,menu-selection,root/hcil,root/hcil/menu-selection
menu-selection,menu-selection-index.html,root/hcil/menu-selection,root/hcil/menu-selection/index.html
hcil,mid,root/hcil,root/hcil/mid
mid,download.shtml,root/hcil/mid,root/hcil/mid/download.shtml
mid,mid-index.html,root/hcil/mid,root/hcil/mid/index.html
mid,mid-0.4-compiled.zip,root/hcil/mid,root/hcil/mid/mid-0.4-compiled.zip
mid,mid-0.4.zip,root/hcil/mid,root/hcil/mid/mid-0.4.zip
mid,readme,root/hcil/mid,root/hcil/mid/readme
hcil,millionvis,root/hcil,root/hcil/millionvis
millionvis,treemap_visualization_of_the_linux_kernel_2_5_33.html,root/hcil/millionvis,root/hcil/millionvis/treemap_visualization_of_the_linux_kernel_2_5_33.html
millionvis,census2k-small.gif,root/hcil/millionvis,root/hcil/millionvis/census2k-small.gif
millionvis,census2k.gif,root/hcil/millionvis,root/hcil/millionvis/census2k.gif
millionvis,flip.gif,root/hcil/millionvis,root/hcil/millionvis/flip.gif
millionvis,flip1.jpg,root/hcil/millionvis,root/hcil/millionvis/flip1.jpg
millionvis,flip2.jpg,root/hcil/millionvis,root/hcil/millionvis/flip2.jpg
